id,in_b,in_d,in_dd,in_sigma_m,in_sigma_w,alpha,beta,gamma,pop_error,pcf_error
208,1.2,0.2,0.75,2.2,0.8,2.885742317397998,-0.5462021287916083,-1.3395401886063898,0.9997588317430998,0.04687181853580405
209,1.2,0.2,0.75,2.2,0.9,2.8567131336572493,-0.5377485484340947,-1.3189645852231546,0.999772192141122,0.0457756009038155
210,1.2,0.2,0.75,2.2,1.0,3.1429278301022157,-0.7608830915673318,-1.3820447385348837,0.9997795740068327,0.04805953614033739
212,1.2,0.2,0.75,2.3000000000000003,0.7,2.701502874257007,-0.37657677908395415,-1.3249260951730526,0.9997372196293575,0.044554364234405
213,1.2,0.2,0.75,2.3000000000000003,0.8,2.807082852215074,-0.5644726866945201,-1.2426101655205537,0.9997343273100325,0.04690243539530106
214,1.2,0.2,0.75,2.3000000000000003,0.9,2.809646475592717,-0.5042147841877024,-1.3054316914050148,0.9997631477334081,0.04927549726769699
215,1.2,0.2,0.75,2.3000000000000003,1.0,2.8931770001148807,-0.6533359837562438,-1.239841016358637,0.9997753638448689,0.049583900035768416
217,1.2,0.2,0.75,2.4000000000000004,0.7,2.7111192865379223,-0.34030550358771755,-1.370813782950205,0.9997352154347849,0.04449984290204451
218,1.2,0.2,0.75,2.4000000000000004,0.8,2.7076369620603744,-0.37065353699904774,-1.3369834250613264,0.9997550135931074,0.047583802457318615
219,1.2,0.2,0.75,2.4000000000000004,0.9,2.34979141810359,-0.4047113423962368,-0.9450800757073535,0.9997472133940942,0.05167172818586995
220,1.2,0.2,0.75,2.4000000000000004,1.0,2.745492524468634,-0.3586521974033036,-1.38684032706533,0.9997791688215225,0.04698650771286479
222,1.2,0.2,0.75,2.5,0.7,2.5955427210495103,-0.3851510220148009,-1.2103916990347094,0.9996997654038489,0.047734672803290204
223,1.2,0.2,0.75,2.5,0.8,2.6980259247743983,-0.28275827689724586,-1.4152676478771524,0.9997596088725828,0.0460868434257866
224,1.2,0.2,0.75,2.5,0.9,2.6853295816573093,-0.4220316787092668,-1.2632979029480422,0.9997519736343604,0.04972588176997505
225,1.2,0.2,0.75,2.5,1.0,2.8398560656418135,-0.454748145642436,-1.3851079199993774,0.9997707208177027,0.045275331911692335
